Id,Data,Produto,Categoria,Quantidade,Preço
2259,2023-03-28,GAMER Notebook,Laptop,1,7233.58
1253,2023-03-29,Joystick,Periféricos,1,203.15
777,2023-03-29,HOME OFFICE Setup,Desktop,1,2475.81
2079,2023-03-29,Teclado,Periféricos,5,49.98
1777,2023-03-29,BASIC Notebook,Laptop,1,2137.38
292,2023-03-29,PRO Notebook,Laptop,1,2936.89
2090,2023-03-29,Joystick,Periféricos,3,161.54
3301,2023-03-29,PRO Notebook,Laptop,1,3020.17
2579,2023-03-29,GAMER Notebook,Laptop,1,4140.36
4565,2023-03-29,Joystick,Periféricos,3,184.32
3364,2023-03-29,HOME OFFICE Setup,Desktop,2,2266.54
2902,2023-03-29,PRO Notebook,Laptop,1,3535.99
4801,2023-03-29,HOME OFFICE Setup,Desktop,1,2398.62
3778,2023-03-29,Mouse,Periféricos,1,113.05
2969,2023-03-29,BASIC Notebook,Laptop,1,1906.13
2458,2023-03-29,Joystick,Periféricos,2,479.58
4007,2023-03-29,Mouse,Periféricos,1,103.91
983,2023-03-29,BASIC Notebook,Laptop,1,2467.1
1457,2023-03-29,Headset,Periféricos,1,366.55
1315,2023-03-29,GAMER Notebook,Laptop,1,4773.62
1195,2023-03-30,HOME OFFICE Setup,Desktop,1,2551.09
4121,2023-03-30,GAMER Notebook,Laptop,1,7948.93
83,2023-03-30,Headset,Periféricos,3,258.18
3226,2023-03-30,PRO Notebook,Laptop,1,2768.5
129,2023-03-30,MOBA Setup,Desktop,2,2334.63
306,2023-03-30,PRO Notebook,Laptop,1,2538.8
2019,2023-03-30,Teclado,Periféricos,3,179.76
1356,2023-03-30,PRO Notebook,Laptop,1,3731.53
1604,2023-03-30,Joystick,Periféricos,1,322.62
645,2023-03-30,HOME OFFICE Setup,Desktop,1,2074.28
4817,2023-03-30,HOME OFFICE Setup,Desktop,1,2177.25
3897,2023-03-31,GAMER Notebook,Laptop,1,5031.87
3676,2023-03-31,Mouse,Periféricos,1,33.96
1169,2023-03-31,GAMER Notebook,Laptop,1,11215.53
1292,2023-03-31,Joystick,Periféricos,1,477.9
879,2023-03-31,BASIC Notebook,Laptop,1,2077.64
4043,2023-03-31,Mouse,Periféricos,1,44.18
3945,2023-03-31,BASIC Notebook,Laptop,1,2094.12
1712,2023-03-31,HOME OFFICE Setup,Desktop,1,1698.32
2205,2023-03-31,Joystick,Periféricos,1,332.66
298,2023-03-31,Adaptador Wi-Fi,Periféricos,1,82.98
1649,2023-04-01,HOME OFFICE Setup,Desktop,1,1752.96
1531,2023-04-01,PRO Notebook,Laptop,1,3758.22
2507,2023-04-01,GAMER Notebook,Laptop,1,4171.86
3401,2023-04-01,GAMER Notebook,Laptop,1,5405.59
4428,2023-04-01,GAMER Setup,Desktop,1,19203.64
1301,2023-04-01,Webcam,Periféricos,1,181.51
1908,2023-04-01,Mouse,Periféricos,4,54.83
88,2023-04-01,MOBA Setup,Desktop,1,8917.2
4104,2023-04-01,HOME OFFICE Setup,Desktop,1,2801.79
3724,2023-04-01,MOBA Setup,Desktop,1,5862.56
1807,2023-04-01,MOBA Setup,Desktop,1,6388.51
22,2023-04-01,PRO Notebook,Laptop,1,2743.98
4789,2023-04-01,BASIC Notebook,Laptop,1,2385.8
3366,2023-04-01,BASIC Notebook,Laptop,1,1962.82
442,2023-04-02,BASIC Notebook,Laptop,1,2133.37
774,2023-04-02,PRO Notebook,Laptop,1,2650.82
603,2023-04-02,MOBA Setup,Desktop,1,6918.48
870,2023-04-02,Mouse,Periféricos,1,61.01
2820,2023-04-02,MOBA Setup,Desktop,1,6029.97
3714,2023-04-02,Mouse,Periféricos,1,121.45
3506,2023-04-02,GAMER Setup,Desktop,1,28282.05
1835,2023-04-02,GAMER Setup,Desktop,1,11449.61
2907,2023-04-02,Teclado,Periféricos,1,397.87
1599,2023-04-02,PRO Notebook,Laptop,1,2537.06
2575,2023-04-02,Joystick,Periféricos,2,403.31
384,2023-04-02,PRO Notebook,Laptop,1,2911.72
1866,2023-04-02,Webcam,Periféricos,1,120.81
2279,2023-04-02,GAMER Setup,Desktop,1,4193.18
3492,2023-04-02,MOBA Setup,Desktop,1,8364.32
465,2023-04-03,Mouse,Periféricos,1,92.06
4905,2023-04-03,Adaptador Wi-Fi,Periféricos,1,96.91
4500,2023-04-03,GAMER Setup,Desktop,1,10839.92
3736,2023-04-03,Joystick,Periféricos,1,293.07
864,2023-04-03,Webcam,Periféricos,2,260.39
4616,2023-04-03,GAMER Notebook,Laptop,1,9347.98
1933,2023-04-03,PRO Notebook,Laptop,1,3664.02
314,2023-04-03,HOME OFFICE Setup,Desktop,1,1981.59
2509,2023-04-03,Joystick,Periféricos,1,364.98
4986,2023-04-03,Adaptador Wi-Fi,Periféricos,1,94.23
2624,2023-04-03,Joystick,Periféricos,1,202.46
1528,2023-04-03,HOME OFFICE Setup,Desktop,1,2487.69
1682,2023-04-03,PRO Notebook,Laptop,1,3367.95
1448,2023-04-03,Teclado,Periféricos,1,563.77
2620,2023-04-03,GAMER Setup,Desktop,1,13043.75
3850,2023-04-03,Adaptador Wi-Fi,Periféricos,1,99.52
2499,2023-04-03,MOBA Setup,Desktop,1,2641.36
248,2023-04-03,MOBA Setup,Desktop,1,5900.4
997,2023-04-03,GAMER Notebook,Laptop,1,4354.37
3358,2023-04-03,Joystick,Periféricos,1,243.25
1279,2023-04-04,PRO Notebook,Laptop,1,3169.94
3697,2023-04-04,Joystick,Periféricos,1,282.29
3776,2023-04-04,MOBA Setup,Desktop,1,9508.79
2641,2023-04-04,MOBA Setup,Desktop,1,8854.19
2649,2023-04-04,Headset,Periféricos,1,140.12
4300,2023-04-04,Joystick,Periféricos,2,298.97
2680,2023-04-04,GAMER Setup,Desktop,1,21588.68
1644,2023-04-04,Mouse,Periféricos,1,64.18
3990,2023-04-04,BASIC Notebook,Laptop,1,2464.09
3102,2023-04-04,PRO Notebook,Laptop,1,3012.44
3063,2023-04-04,Headset,Periféricos,1,246.66
4081,2023-04-04,Mouse,Periféricos,1,19.12
1130,2023-04-04,BASIC Notebook,Laptop,1,2333.91
1136,2023-04-04,Adaptador Wi-Fi,Periféricos,1,90.73
4909,2023-04-04,BASIC Notebook,Laptop,2,1990.03
250,2023-04-04,GAMER Notebook,Laptop,1,11040.86
4005,2023-04-05,BASIC Notebook,Laptop,1,1874.95
800,2023-04-05,HOME OFFICE Setup,Desktop,1,2373.69
1150,2023-04-05,PRO Notebook,Laptop,1,2750.44
3843,2023-04-05,GAMER Setup,Desktop,1,22496.58
494,2023-04-05,MOBA Setup,Desktop,2,8039.55
3359,2023-04-05,GAMER Notebook,Laptop,1,7108.52
4988,2023-04-05,GAMER Setup,Desktop,1,26999.22
1894,2023-04-05,Mouse,Periféricos,4,60.64
3794,2023-04-05,HOME OFFICE Setup,Desktop,1,1614.43
1100,2023-04-05,MOBA Setup,Desktop,1,3061.6
1036,2023-04-05,Joystick,Periféricos,1,267.62
4419,2023-04-05,MOBA Setup,Desktop,1,5646.57
1477,2023-04-05,PRO Notebook,Laptop,1,3699.85
2248,2023-04-05,HOME OFFICE Setup,Desktop,1,2241.44
327,2023-04-05,GAMER Notebook,Laptop,1,10394.51
4191,2023-04-05,PRO Notebook,Laptop,1,3518.38
4261,2023-04-05,PRO Notebook,Laptop,1,3376.74
3242,2023-04-05,Teclado,Periféricos,1,367.31
1629,2023-04-05,Joystick,Periféricos,1,452.41
1093,2023-04-06,Adaptador Wi-Fi,Periféricos,1,86.04
783,2023-04-06,HOME OFFICE Setup,Desktop,1,1779.47
4136,2023-04-06,BASIC Notebook,Laptop,1,1919.16
3297,2023-04-06,GAMER Setup,Desktop,1,24996.71
4215,2023-04-06,Adaptador Wi-Fi,Periféricos,1,91.69
113,2023-04-06,GAMER Notebook,Laptop,1,6420.14
3029,2023-04-06,Joystick,Periféricos,4,443.88
3901,2023-04-06,BASIC Notebook,Laptop,1,2234.43
154,2023-04-06,GAMER Notebook,Laptop,1,9755.44
3709,2023-04-06,GAMER Setup,Desktop,1,24249.02
6,2023-04-06,Joystick,Periféricos,1,348.77
447,2023-04-06,BASIC Notebook,Laptop,1,1842.58
291,2023-04-07,Webcam,Periféricos,1,153.62
589,2023-04-07,MOBA Setup,Desktop,1,8713.41
624,2023-04-07,Adaptador Wi-Fi,Periféricos,1,86.64
4873,2023-04-07,GAMER Setup,Desktop,1,12835.7
3488,2023-04-07,HOME OFFICE Setup,Desktop,1,2649.46
855,2023-04-07,HOME OFFICE Setup,Desktop,1,1591.44
3077,2023-04-07,Headset,Periféricos,4,77.28
3068,2023-04-07,Teclado,Periféricos,5,262.77
3677,2023-04-07,GAMER Setup,Desktop,1,4354.87
355,2023-04-07,GAMER Setup,Desktop,1,29218.88
4335,2023-04-07,Webcam,Periféricos,1,214.02
991,2023-04-07,GAMER Notebook,Laptop,1,11387.97
2845,2023-04-07,Webcam,Periféricos,1,261.7
4601,2023-04-07,HOME OFFICE Setup,Desktop,1,1642.07
4669,2023-04-07,GAMER Setup,Desktop,1,25738.75
4674,2023-04-07,Teclado,Periféricos,1,636.27
3550,2023-04-07,GAMER Setup,Desktop,1,13934.62
2374,2023-04-07,GAMER Setup,Desktop,3,9281.13
4877,2023-04-07,MOBA Setup,Desktop,1,8055.84
1244,2023-04-07,Joystick,Periféricos,5,441.67
821,2023-04-07,Webcam,Periféricos,1,80.35
365,2023-04-08,BASIC Notebook,Laptop,1,2110.57
188,2023-04-08,PRO Notebook,Laptop,1,3745.85
4775,2023-04-08,MOBA Setup,Desktop,1,3401.87
1353,2023-04-08,GAMER Notebook,Laptop,1,4714.29
2536,2023-04-08,HOME OFFICE Setup,Desktop,1,2533.72
2404,2023-04-08,MOBA Setup,Desktop,1,2965.96
1921,2023-04-08,Adaptador Wi-Fi,Periféricos,1,87.56
974,2023-04-08,Headset,Periféricos,1,194.3
1673,2023-04-08,BASIC Notebook,Laptop,1,2315.14
2976,2023-04-08,Mouse,Periféricos,1,74.28
1720,2023-04-08,GAMER Notebook,Laptop,1,7451.97
4214,2023-04-08,PRO Notebook,Laptop,1,3796.47
1168,2023-04-08,Joystick,Periféricos,1,261.67
537,2023-04-08,GAMER Notebook,Laptop,1,5505.92
1652,2023-04-09,HOME OFFICE Setup,Desktop,1,1701.46
3607,2023-04-09,MOBA Setup,Desktop,1,6231.68
1408,2023-04-09,HOME OFFICE Setup,Desktop,1,2776.82
688,2023-04-09,Mouse,Periféricos,1,18.64
2032,2023-04-09,Headset,Periféricos,1,140.31
3994,2023-04-09,GAMER Notebook,Laptop,1,11364.76
2673,2023-04-09,MOBA Setup,Desktop,1,4499.68
1225,2023-04-09,MOBA Setup,Desktop,1,2277.2
4301,2023-04-09,GAMER Setup,Desktop,1,4779.43
2728,2023-04-09,BASIC Notebook,Laptop,1,2084.11
2192,2023-04-10,GAMER Notebook,Laptop,1,11941.76
3341,2023-04-10,Adaptador Wi-Fi,Periféricos,4,93.38
2282,2023-04-10,GAMER Notebook,Laptop,1,6935.76
2608,2023-04-10,Teclado,Periféricos,5,125.92
3795,2023-04-10,MOBA Setup,Desktop,1,4883.95
1006,2023-04-10,MOBA Setup,Desktop,1,4363.46
3907,2023-04-10,GAMER Setup,Desktop,1,6431.08
1762,2023-04-10,GAMER Setup,Desktop,1,14273.72
1654,2023-04-10,HOME OFFICE Setup,Desktop,1,2038.11
3457,2023-04-10,HOME OFFICE Setup,Desktop,3,2209.85
1117,2023-04-11,MOBA Setup,Desktop,1,3982.29
853,2023-04-11,Headset,Periféricos,1,444.32
4355,2023-04-11,PRO Notebook,Laptop,1,2546.96
4938,2023-04-12,MOBA Setup,Desktop,1,9817.83
3490,2023-04-12,GAMER Setup,Desktop,1,7200.55
668,2023-04-12,BASIC Notebook,Laptop,1,2228.36
553,2023-04-12,GAMER Notebook,Laptop,1,9297.08
1799,2023-04-12,BASIC Notebook,Laptop,1,1837.9
3502,2023-04-12,Headset,Periféricos,1,479.33
3861,2023-04-12,BASIC Notebook,Laptop,1,1968.23
2858,2023-04-12,Adaptador Wi-Fi,Periféricos,5,81.41
2856,2023-04-12,BASIC Notebook,Laptop,1,1947.96
960,2023-04-12,HOME OFFICE Setup,Desktop,1,2668.75
3886,2023-04-12,MOBA Setup,Desktop,1,8437.81
4468,2023-04-12,Adaptador Wi-Fi,Periféricos,1,85.57
460,2023-04-12,HOME OFFICE Setup,Desktop,1,2741.13
487,2023-04-13,HOME OFFICE Setup,Desktop,1,1736.11
212,2023-04-13,Mouse,Periféricos,1,132.12
152,2023-04-13,BASIC Notebook,Laptop,1,1978.31
534,2023-04-13,Joystick,Periféricos,1,345.75
59,2023-04-13,Joystick,Periféricos,5,411.02
3012,2023-04-13,Mouse,Periféricos,1,72.29
1791,2023-04-13,Joystick,Periféricos,1,255.29
4606,2023-04-13,GAMER Setup,Desktop,1,22962.4
1303,2023-04-13,Webcam,Periféricos,1,70.15
1574,2023-04-13,HOME OFFICE Setup,Desktop,1,1766.14
398,2023-04-13,MOBA Setup,Desktop,1,4055.76
158,2023-04-13,BASIC Notebook,Laptop,1,2303.83
3124,2023-04-13,GAMER Setup,Desktop,1,17008.47
517,2023-04-13,MOBA Setup,Desktop,1,2611.04
1275,2023-04-13,Headset,Periféricos,1,385.4
3293,2023-04-13,PRO Notebook,Laptop,1,3381.24
268,2023-04-13,Teclado,Periféricos,1,254.59
625,2023-04-14,Headset,Periféricos,1,246.63
135,2023-04-14,Webcam,Periféricos,1,55.7
3997,2023-04-14,GAMER Setup,Desktop,1,20419.05
4649,2023-04-14,BASIC Notebook,Laptop,1,1826.74
2108,2023-04-14,GAMER Notebook,Laptop,1,4988.35
3066,2023-04-14,Mouse,Periféricos,1,112.94
2761,2023-04-14,PRO Notebook,Laptop,1,3854.74
1500,2023-04-14,HOME OFFICE Setup,Desktop,1,1575.53
671,2023-04-14,HOME OFFICE Setup,Desktop,1,2735.01
1434,2023-04-14,GAMER Notebook,Laptop,1,6702.68
1938,2023-04-14,HOME OFFICE Setup,Desktop,1,2461.36
1319,2023-04-14,GAMER Setup,Desktop,1,21863.77
102,2023-04-14,Joystick,Periféricos,1,151.15
466,2023-04-14,GAMER Notebook,Laptop,1,6981.17
3220,2023-04-14,Adaptador Wi-Fi,Periféricos,5,95.91
3495,2023-04-14,GAMER Setup,Desktop,1,23317.16
199,2023-04-14,HOME OFFICE Setup,Desktop,3,1593.4
4728,2023-04-15,GAMER Notebook,Laptop,1,7152.38
1078,2023-04-15,PRO Notebook,Laptop,1,3542.06
4683,2023-04-15,Teclado,Periféricos,1,783.94
1090,2023-04-15,MOBA Setup,Desktop,1,2993.9
4199,2023-04-15,GAMER Notebook,Laptop,1,9700.79
3810,2023-04-15,HOME OFFICE Setup,Desktop,3,2221.93
1366,2023-04-15,MOBA Setup,Desktop,1,9684.16
4158,2023-04-15,HOME OFFICE Setup,Desktop,1,1546.36
4581,2023-04-15,Teclado,Periféricos,1,427.95
117,2023-04-15,Adaptador Wi-Fi,Periféricos,3,91.06
4201,2023-04-15,HOME OFFICE Setup,Desktop,1,2191.93
4140,2023-04-15,MOBA Setup,Desktop,1,3420.12
2156,2023-04-16,GAMER Setup,Desktop,1,24715.05
3448,2023-04-16,BASIC Notebook,Laptop,1,2407.85
927,2023-04-16,Teclado,Periféricos,1,188.85
3352,2023-04-16,Adaptador Wi-Fi,Periféricos,1,96.3
524,2023-04-16,PRO Notebook,Laptop,1,3195.93
871,2023-04-16,GAMER Notebook,Laptop,1,8823.38
2554,2023-04-16,HOME OFFICE Setup,Desktop,1,1745.69
1759,2023-04-16,BASIC Notebook,Laptop,1,2051.82
4051,2023-04-16,HOME OFFICE Setup,Desktop,1,2402.7
3348,2023-04-16,Teclado,Periféricos,1,190.68
1340,2023-04-16,HOME OFFICE Setup,Desktop,1,2482.18
1166,2023-04-16,Headset,Periféricos,1,161.72
2111,2023-04-17,GAMER Setup,Desktop,1,24567.73
2741,2023-04-17,Mouse,Periféricos,1,118.48
3318,2023-04-17,HOME OFFICE Setup,Desktop,1,2618.94
4117,2023-04-17,HOME OFFICE Setup,Desktop,1,1646.72
1203,2023-04-17,MOBA Setup,Desktop,1,2723.37
5,2023-04-17,Mouse,Periféricos,4,27.8
2320,2023-04-17,GAMER Notebook,Laptop,1,5869.29
4771,2023-04-17,HOME OFFICE Setup,Desktop,1,2125.59
1694,2023-04-17,GAMER Setup,Desktop,1,6946.81
3745,2023-04-17,PRO Notebook,Laptop,1,3449.02
865,2023-04-17,PRO Notebook,Laptop,1,3951.68
3973,2023-04-17,Joystick,Periféricos,1,227.77
4564,2023-04-17,Adaptador Wi-Fi,Periféricos,1,99.52
2796,2023-04-17,PRO Notebook,Laptop,1,3660.04
2980,2023-04-17,Adaptador Wi-Fi,Periféricos,1,99.6
2164,2023-04-17,Adaptador Wi-Fi,Periféricos,5,86.67
1988,2023-04-17,GAMER Notebook,Laptop,1,8609.86
1472,2023-04-17,HOME OFFICE Setup,Desktop,1,2841.79
92,2023-04-18,GAMER Notebook,Laptop,1,9294.97
1878,2023-04-18,BASIC Notebook,Laptop,1,2161.63
1184,2023-04-18,PRO Notebook,Laptop,1,2655.92
4662,2023-04-18,BASIC Notebook,Laptop,1,1845.47
1491,2023-04-18,PRO Notebook,Laptop,1,3278.65
46,2023-04-18,GAMER Setup,Desktop,1,12844.56
858,2023-04-18,MOBA Setup,Desktop,1,9778.32
546,2023-04-18,GAMER Notebook,Laptop,1,4418.92
4207,2023-04-18,MOBA Setup,Desktop,1,8042.68
3681,2023-04-18,HOME OFFICE Setup,Desktop,1,2228.89
1124,2023-04-18,Webcam,Periféricos,1,138.75
1916,2023-04-18,BASIC Notebook,Laptop,1,1841.84
4874,2023-04-18,Webcam,Periféricos,1,98.32
4961,2023-04-18,MOBA Setup,Desktop,1,9749.44
4264,2023-04-19,BASIC Notebook,Laptop,1,2149.6
363,2023-04-19,MOBA Setup,Desktop,1,7974.13
656,2023-04-19,MOBA Setup,Desktop,1,2981.1
652,2023-04-19,Webcam,Periféricos,4,169.08
315,2023-04-19,Teclado,Periféricos,1,280.6
3145,2023-04-19,MOBA Setup,Desktop,1,9335.96
4697,2023-04-19,GAMER Notebook,Laptop,1,9048.91
3298,2023-04-19,PRO Notebook,Laptop,1,3865.45
2844,2023-04-19,Joystick,Periféricos,1,411.4
1377,2023-04-19,Teclado,Periféricos,3,220.6
970,2023-04-19,Teclado,Periféricos,1,261.11
36,2023-04-19,GAMER Notebook,Laptop,1,6101.93
1097,2023-04-19,PRO Notebook,Laptop,1,3588.98
4451,2023-04-19,Joystick,Periféricos,1,345.36
1119,2023-04-19,GAMER Notebook,Laptop,1,9769.44
4057,2023-04-19,Teclado,Periféricos,1,63.49
2088,2023-04-19,GAMER Notebook,Laptop,1,8750.45
1859,2023-04-19,GAMER Setup,Desktop,1,28306.3
1190,2023-04-20,Joystick,Periféricos,1,156.32
2523,2023-04-20,Headset,Periféricos,1,308.54
1295,2023-04-20,GAMER Setup,Desktop,1,8289.93
3108,2023-04-20,GAMER Setup,Desktop,1,6109.87
3854,2023-04-20,Mouse,Periféricos,3,162.63
2385,2023-04-20,Headset,Periféricos,1,404.5
4640,2023-04-20,HOME OFFICE Setup,Desktop,1,2254.19
525,2023-04-20,GAMER Notebook,Laptop,2,7591.24
1503,2023-04-20,GAMER Setup,Desktop,1,15650.56
403,2023-04-21,GAMER Setup,Desktop,1,13510.15
2172,2023-04-21,PRO Notebook,Laptop,1,3347.41
4731,2023-04-21,Webcam,Periféricos,2,79.56
2403,2023-04-21,Mouse,Periféricos,5,122.69
2502,2023-04-21,Adaptador Wi-Fi,Periféricos,3,82.96
496,2023-04-21,GAMER Setup,Desktop,1,21640.64
765,2023-04-21,BASIC Notebook,Laptop,1,2042.45
869,2023-04-21,MOBA Setup,Desktop,1,6285.08
2973,2023-04-21,GAMER Notebook,Laptop,1,6894.19
3116,2023-04-21,BASIC Notebook,Laptop,1,2330.89
2863,2023-04-21,HOME OFFICE Setup,Desktop,1,2470.75
1218,2023-04-21,MOBA Setup,Desktop,1,2735.83
2550,2023-04-21,Headset,Periféricos,1,205.21
3393,2023-04-21,BASIC Notebook,Laptop,1,1990.3
4883,2023-04-21,PRO Notebook,Laptop,1,3570.7
3437,2023-04-21,Teclado,Periféricos,1,657.7
2333,2023-04-22,GAMER Notebook,Laptop,1,11945.72
3319,2023-04-22,Webcam,Periféricos,5,58.69
4946,2023-04-22,PRO Notebook,Laptop,1,2980.02
3975,2023-04-22,GAMER Setup,Desktop,1,10280.42
1661,2023-04-22,GAMER Notebook,Laptop,1,7241.08
3334,2023-04-22,GAMER Notebook,Laptop,1,9731.28
2619,2023-04-22,Teclado,Periféricos,5,680.54
1603,2023-04-22,BASIC Notebook,Laptop,1,2463.75
3627,2023-04-22,Adaptador Wi-Fi,Periféricos,5,84.8
3391,2023-04-22,MOBA Setup,Desktop,1,6846.81
1293,2023-04-22,Headset,Periféricos,1,317.31
1709,2023-04-22,PRO Notebook,Laptop,1,2751.58
2068,2023-04-22,HOME OFFICE Setup,Desktop,1,2618.41
1398,2023-04-22,PRO Notebook,Laptop,1,3859.79
1438,2023-04-22,Adaptador Wi-Fi,Periféricos,3,99.7
2733,2023-04-22,Mouse,Periféricos,1,59.1
2592,2023-04-22,MOBA Setup,Desktop,1,2103.18
743,2023-04-22,BASIC Notebook,Laptop,1,1822.1
2888,2023-04-23,GAMER Notebook,Laptop,1,7703.03
1332,2023-04-23,GAMER Setup,Desktop,1,12479.3
85,2023-04-23,BASIC Notebook,Laptop,1,1835.41
2193,2023-04-23,Adaptador Wi-Fi,Periféricos,4,80.73
3304,2023-04-23,GAMER Notebook,Laptop,1,7456.61
3138,2023-04-23,PRO Notebook,Laptop,1,3243.36
2231,2023-04-23,Joystick,Periféricos,1,159.11
4527,2023-04-23,BASIC Notebook,Laptop,1,2361.69
3025,2023-04-23,Adaptador Wi-Fi,Periféricos,1,90.26
3723,2023-04-23,GAMER Setup,Desktop,1,22650.47
3072,2023-04-23,Headset,Periféricos,1,114.11
4567,2023-04-23,Webcam,Periféricos,5,191.79
4647,2023-04-23,PRO Notebook,Laptop,1,3235.45
3332,2023-04-23,BASIC Notebook,Laptop,1,2109.44
3427,2023-04-23,HOME OFFICE Setup,Desktop,3,2559.1
1290,2023-04-24,MOBA Setup,Desktop,1,2593.6
70,2023-04-24,BASIC Notebook,Laptop,1,1960.26
2713,2023-04-24,Webcam,Periféricos,1,142.53
4286,2023-04-24,PRO Notebook,Laptop,1,3251.28
1469,2023-04-24,HOME OFFICE Setup,Desktop,1,2607.81
2644,2023-04-24,Webcam,Periféricos,1,150.75
1624,2023-04-24,BASIC Notebook,Laptop,1,2131.79
4562,2023-04-24,HOME OFFICE Setup,Desktop,1,2215.21
4182,2023-04-24,GAMER Setup,Desktop,1,21298.48
4646,2023-04-24,PRO Notebook,Laptop,1,3995.85
204,2023-04-24,GAMER Setup,Desktop,1,23435.41
1207,2023-04-24,Headset,Periféricos,1,228.31
4254,2023-04-24,Headset,Periféricos,1,403.23
2778,2023-04-25,Adaptador Wi-Fi,Periféricos,1,86.11
1146,2023-04-25,GAMER Notebook,Laptop,1,9925.27
2772,2023-04-25,BASIC Notebook,Laptop,1,2046.3
1745,2023-04-25,GAMER Setup,Desktop,1,19964.66
3893,2023-04-25,HOME OFFICE Setup,Desktop,1,2967.73
1998,2023-04-25,BASIC Notebook,Laptop,1,2028.78
4134,2023-04-25,GAMER Notebook,Laptop,1,8976.95
724,2023-04-25,GAMER Setup,Desktop,1,28412.66
4379,2023-04-25,BASIC Notebook,Laptop,1,2086.03
3526,2023-04-25,HOME OFFICE Setup,Desktop,3,2516.85
1767,2023-04-25,MOBA Setup,Desktop,1,6850.91
2462,2023-04-25,PRO Notebook,Laptop,1,3218.9
1689,2023-04-25,Webcam,Periféricos,1,88.09
1687,2023-04-25,HOME OFFICE Setup,Desktop,1,2688.99
3464,2023-04-25,PRO Notebook,Laptop,1,3587.83
4899,2023-04-25,MOBA Setup,Desktop,1,7349.96
4491,2023-04-26,PRO Notebook,Laptop,1,3808.17
414,2023-04-26,Headset,Periféricos,1,498.17
910,2023-04-26,GAMER Setup,Desktop,1,29414.46
221,2023-04-26,Teclado,Periféricos,4,179.5
3667,2023-04-26,GAMER Setup,Desktop,1,9160.08
3034,2023-04-26,Teclado,Periféricos,3,135.16
4602,2023-04-26,PRO Notebook,Laptop,2,3391.68
1194,2023-04-26,Headset,Periféricos,1,167.45
1505,2023-04-26,GAMER Setup,Desktop,1,20987.7
3431,2023-04-26,GAMER Notebook,Laptop,3,11093.21
3302,2023-04-26,PRO Notebook,Laptop,1,3086.64
3300,2023-04-26,Adaptador Wi-Fi,Periféricos,1,81.82
1260,2023-04-26,Headset,Periféricos,1,367.04
4404,2023-04-27,Joystick,Periféricos,3,129.7
2890,2023-04-27,GAMER Setup,Desktop,1,11738.84
4209,2023-04-27,Webcam,Periféricos,2,235.72
4008,2023-04-27,MOBA Setup,Desktop,1,5126.4
3779,2023-04-27,GAMER Setup,Desktop,1,6209.1
716,2023-04-27,GAMER Setup,Desktop,1,13510.22
1669,2023-04-27,Adaptador Wi-Fi,Periféricos,1,84.78
737,2023-04-27,GAMER Notebook,Laptop,1,9034.08
4827,2023-04-27,PRO Notebook,Laptop,1,3325.11
1617,2023-04-27,Joystick,Periféricos,1,122.24
4244,2023-04-27,GAMER Notebook,Laptop,1,11145.77
3744,2023-04-27,Joystick,Periféricos,1,164.15
3200,2023-04-27,Headset,Periféricos,3,248.18
2621,2023-04-27,Joystick,Periféricos,1,416.7
471,2023-04-27,BASIC Notebook,Laptop,1,2477.88
3770,2023-04-27,PRO Notebook,Laptop,1,2650.35
3190,2023-04-27,PRO Notebook,Laptop,1,3128.04
4200,2023-04-27,HOME OFFICE Setup,Desktop,1,2141.5
511,2023-04-27,MOBA Setup,Desktop,1,8410.58
4078,2023-04-27,PRO Notebook,Laptop,1,3724.22
4891,2023-04-28,BASIC Notebook,Laptop,1,1981.59
1242,2023-04-28,GAMER Setup,Desktop,1,25223.41
2318,2023-04-28,Mouse,Periféricos,5,41.84
4766,2023-04-28,MOBA Setup,Desktop,1,2972.41
3737,2023-04-28,GAMER Notebook,Laptop,3,8200.59
2983,2023-04-28,GAMER Notebook,Laptop,1,10988.37
1676,2023-04-28,MOBA Setup,Desktop,1,2342.47
4299,2023-04-28,BASIC Notebook,Laptop,1,2182.16
3831,2023-04-28,Teclado,Periféricos,1,308.06
1198,2023-04-28,Teclado,Periféricos,5,629.45
502,2023-04-28,Webcam,Periféricos,1,221.81
3027,2023-04-28,HOME OFFICE Setup,Desktop,1,1548.91
1040,2023-04-28,Joystick,Periféricos,4,183.41
1824,2023-04-28,BASIC Notebook,Laptop,1,1842.03
1965,2023-04-28,BASIC Notebook,Laptop,1,2173.73
3497,2023-04-28,PRO Notebook,Laptop,1,3712.67
2187,2023-04-28,GAMER Setup,Desktop,1,4648.3
4785,2023-04-29,BASIC Notebook,Laptop,1,2036.44
641,2023-04-29,GAMER Notebook,Laptop,1,5279.89
1337,2023-04-29,BASIC Notebook,Laptop,1,2447.45
1831,2023-04-29,GAMER Notebook,Laptop,1,9193.05
1264,2023-04-29,PRO Notebook,Laptop,1,3473.77
4501,2023-04-29,GAMER Setup,Desktop,1,19181.37
4225,2023-04-29,BASIC Notebook,Laptop,1,1973.04
2963,2023-04-29,Mouse,Periféricos,1,171.23
1151,2023-04-29,Adaptador Wi-Fi,Periféricos,1,95.62
742,2023-04-29,PRO Notebook,Laptop,2,2721.66
247,2023-04-30,MOBA Setup,Desktop,2,5954.45
4154,2023-04-30,PRO Notebook,Laptop,1,2669.14
3860,2023-04-30,MOBA Setup,Desktop,1,6413.53
1167,2023-04-30,PRO Notebook,Laptop,1,2906.89
